Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
Lgals8,462,260,951,442,1430,598,2843
Edaradd,490,303,627,347,5551,2602,6668
Ero1lb,194,142,1404,658,2641,1067,4239
Prl2c3,67,36,675,281,115,29,857
Prl2c2,57,32,675,280,110,29,842
Prl2c5,67,34,669,274,108,32,844
Gpr137b,121,87,1158,613,1692,764,2971
Nid1,151,97,3738,2077,2202,894,6091
Lyst,193,109,11364,5182,1624,717,13181
Gng4,430,304,228,131,2521,1153,3179
B3galnt2,336,237,1515,753,2041,810,3892
Tbce,132,72,1575,695,137,47,1844
Ggps1,306,171,903,382,3035,1148,4244
Arid4b,290,203,3945,1658,1629,528,5864
Hecw1,434,254,4815,2432,4211,1449,9460
Mrpl32,147,90,564,266,2302,915,3013
Psma2,35,19,705,339,2171,788,2911
AW209491,381,192,1266,616,1267,467,2914
Gli3,173,110,4752,2566,3245,1282,8170
Inhba,623,367,1275,688,4492,1589,6390
Sugct,7,6,1311,618,383,135,1701
Mplkip,72,44,537,326,2063,739,2672
Cdk13,0,0,4536,2412,666,226,5202
Rala,259,188,621,282,1808,707,2688
Yae1d1,43,33,651,318,8050,3237,8744
Pou6f2,35,25,519,285,239,101,793
Vps41,26,14,2562,1130,611,286,3199
Amph,228,149,2061,1097,1078,488,3367
Stard3nl,214,119,708,326,469,184,1391
Epdr1,242,158,675,389,1446,603,2363
Sfrp4,258,166,1056,551,450,177,1764
Nme8,183,118,1761,729,178,67,2122
Gpr141b,309,150,900,360,1555,581,2764
Gpr141,511,235,918,390,2004,710,3433
Elmo1,226,152,2184,1055,3054,1358,5464
Aoah,281,140,1725,821,915,401,2921
Olfr1370,356,119,951,429,3015,960,4322
Olfr1369-ps1,528,255,954,413,2448,848,3930
Olfr263,443,216,954,420,2566,884,3963
Olfr1368,215,93,945,413,229,97,1389
Trim27,671,482,1542,860,2099,873,4312
Gpx5,71,35,666,313,937,428,1674
Gpx6,133,69,666,326,541,250,1340
Olfr1367,20,10,951,439,84,28,1055
Zscan12,123,61,1506,724,2776,1188,4405
Zkscan3,142,82,1662,875,796,289,2600
Pgbd1,538,248,1248,561,1497,576,3283
Zscan26,214,123,1401,700,2751,1106,4366
Nkapl,68,39,1188,579,207,70,1463
Zkscan4,186,94,1443,800,771,320,2400
AK157302,83,58,390,198,1451,647,1924
Cox5b-ps,0,0,390,226,0,0,390
Zkscan8,259,162,1767,875,6779,2572,8805
Olfr1366,24,10,987,430,43,19,1054
Olfr1535,1832,663,981,446,1146,355,3959
Olfr1364,477,209,945,454,1697,602,3119
Olfr1362,2055,775,927,457,63,22,3045
Olfr11,366,149,942,422,1957,760,3265
Olfr1361,350,165,954,484,1488,574,2792
Olfr1360,803,320,942,469,570,185,2315
Olfr1359,594,252,942,471,2889,1050,4425
H2bc13,0,0,381,241,0,0,381
H2ac13,0,0,393,275,0,0,393
H3c10,0,0,411,277,0,0,411
H2bc14,54,23,381,238,89,42,524
H4c11,32,17,312,206,430,174,774
H4c12,0,0,312,204,0,0,312
H2ac15,0,0,393,269,0,0,393
H2bc15,0,0,381,239,0,0,381
H1f5,71,28,672,385,0,0,743
H3c11,0,0,411,275,0,0,411
Hist1h2an,0,0,393,271,0,0,393
Hist1h2bp,7,3,381,236,81,36,469
Hist1h2bq,26,12,405,248,823,369,1254
Hist1h2ao,2,2,393,272,85,34,480
Hist1h4m,38,17,312,203,52,24,402
Hist1h4n,38,16,312,203,80,35,430
Hist1h2ap,32,14,393,272,57,25,482
Hist1h2br,28,14,405,248,823,369,1256
Zfp184,544,326,2214,1004,440,148,3198
Pom121l2,367,235,1410,808,166,66,1943
Prss16,44,22,1530,905,581,255,2155
H2ac12,16,3,387,271,2,1,405
H2bc12,17,7,381,239,78,34,476
H4c9,39,16,312,202,376,166,727
H2ac11,17,5,393,273,75,34,485
H2bc11,16,9,381,241,66,32,463
Vmn1r188,434,206,927,391,7112,2920,8473
Vmn1r189,341,150,939,404,1965,740,3245
Vmn1r191,1188,471,897,396,5466,2104,7551
Vmn1r192,652,282,903,386,3149,1201,4704
Vmn1r193,691,282,960,410,5189,2221,6840
Vmn1r194,0,0,891,372,0,0,891
Vmn1r195,187,86,951,397,1918,695,3056
Vmn1r196,1357,524,906,375,4262,1567,6525
Vmn1r197,370,163,897,384,4059,1579,5326
Vmn1r198,303,152,903,375,5053,2111,6259
Vmn1r199,148,73,1104,462,4461,1720,5713
Vmn1r200,501,223,939,404,4085,1485,5525
Vmn1r201,686,276,903,393,3181,1338,4770
Vmn1r202,945,408,909,381,3587,1365,5441
Vmn1r203,285,126,936,399,7006,2955,8227
Vmn1r204,936,364,909,377,1091,418,2936
Vmn1r205,70,30,951,381,80,27,1101
Vmn1r206,390,179,939,393,2641,925,3970
Vmn1r207,497,208,939,391,2967,1122,4403
Vmn1r208,1304,567,927,372,925,403,3156
Vmn1r209,660,294,939,401,4951,1844,6550
Vmn1r210,1260,518,921,384,1319,442,3500
Vmn1r211,377,163,897,383,4173,1538,5447
Vmn1r212,44,13,1074,448,46,16,1164
Vmn1r213,2741,1070,1155,487,2079,799,5975
Vmn1r214,286,150,1104,470,2516,916,3906
Vmn1r215,575,251,903,367,1312,523,2790
Vmn1r216,78,26,897,354,84,29,1059
Vmn1r217,257,123,897,399,8734,3295,9888
Vmn1r218,802,333,897,378,8731,3577,10430
Vmn1r219,2436,992,939,405,4573,1764,7948
Vmn1r220,1857,739,897,397,5114,2039,7868
Vmn1r221,412,182,939,401,4602,1768,5953
Vmn1r222,491,232,927,388,1279,467,2697
Vmn1r223,967,398,1086,445,3583,1500,5636
Zfp322a,376,145,1233,500,3235,1220,4844
Abt1,34,20,810,472,3612,1616,4456
Btn1a1,137,77,1575,835,1711,768,3423
Btn2a2,267,126,1545,792,558,254,2370
H4c8,65,28,312,204,93,40,470
H2ac10,5,2,393,270,1,1,399
H3c8,24,12,411,274,95,41,530
H2bc9,40,15,381,241,1258,479,1679
H3c7,433,163,411,275,417,166,1261
H4c6,5,3,312,198,74,35,391
H1f3,1828,711,666,416,4931,1828,7425
H3c6,4,2,411,276,421,167,836
H2ac8,112,45,393,269,199,67,704
H2bc8,37,13,381,241,200,78,618
H2bc7,6,4,381,238,74,35,461
H2ac7,90,34,393,272,89,34,572
H3c4,39,16,411,275,799,329,1249
H4c4,4,1,312,200,822,351,1138
H2bc6,219,105,381,240,1906,799,2506
H1f4,61,40,660,406,1209,542,1930
H2ac6,31,11,393,271,2058,858,2482
H2bc4,33,16,381,243,742,272,1156
H1f6,52,24,630,356,230,92,912
H4c3,5,2,312,198,503,197,820
Hfe,140,73,1080,606,2352,1024,3572
H1f2,41,22,639,406,880,431,1560
H3c3,105,42,411,274,114,37,630
H2bc3,61,27,381,229,66,31,508
H2ac4,7,4,393,271,73,33,473
H3c2,113,53,411,275,96,41,620
H4c2,8,1,312,204,77,31,397
H4c1,73,34,312,206,154,63,539
H3c1,33,14,411,274,90,36,534
H1f1,51,20,642,363,48,21,741
Trim38,550,257,1416,654,33,14,1999
Slc17a2,407,179,1344,678,2878,1090,4629
Slc17a3,236,110,1497,703,2603,1114,4336
Slc17a1,189,85,1398,646,439,174,2026
Slc17a4,79,41,1479,731,46,20,1604
H2bc1,0,0,384,224,0,0,384
H2ac1,0,0,390,237,0,0,390
Scgn,181,109,831,376,400,193,1412
Carmil1,195,116,4125,2164,668,266,4988
Cmah,539,241,1734,818,7516,2995,9789
Ripor2,80,46,1902,992,1160,531,3142
Armh2,43,25,717,335,103,30,863
Gmnn,282,192,621,286,224,83,1127
BC005537,1724,876,690,308,3435,1352,5849
Acot13,211,129,423,196,87,35,721
Tdp2,53,36,1113,533,791,273,1957
D130043K22Rik,256,157,3246,1764,1471,712,4973
Aldh5a1,93,69,1572,897,3982,1759,5647
Gpld1,316,156,2529,1320,2379,1142,5224
Mrs2,135,104,1305,697,5595,2549,7035
Dcdc2a,18,14,1428,736,5188,2087,6634
Nrsn1,318,209,591,311,1313,548,2222
Hdgfl1,77,52,852,525,1064,467,1993
Prl,54,29,687,324,154,50,895
Prl3d1,63,29,675,293,128,50,866
Prl3d2,44,20,672,287,137,52,853
Prl3d3,47,22,672,288,137,50,856
Prl3c1,47,26,639,254,137,38,823
Prl3b1,59,32,669,311,151,60,879
Prl3a1,209,82,684,301,449,179,1342
Prl6a1,38,23,693,298,137,34,868
Prl8a2,64,32,723,294,152,50,939
Prl2b1,70,33,687,281,113,38,870
Prl8a6,47,23,720,287,133,41,900
Prl8a8,59,27,723,289,145,50,927
Prl8a9,60,27,726,306,156,46,942
Prl8a1,61,28,723,288,80,32,864
Prl7b1,60,30,756,302,109,30,925
Prl7a1,43,22,798,324,99,25,940
Prl7a2,42,23,762,293,473,123,1277
Prl7d1,67,38,735,303,2855,1051,3657
Prl7c1,55,27,756,310,205,72,1016
Prl2a1,49,27,687,309,148,56,884
Prl2c1,0,0,681,286,0,0,681
Prl4a1,61,31,684,315,131,41,876
Prl5a1,59,30,693,291,309,91,1061
Rps18-ps5,108,48,459,252,40,14,607
Sox4,692,439,1323,883,2780,1130,4795
Cdkal1,156,78,1737,810,736,297,2629
E2f3,246,197,1023,507,3328,1535,4597
Mboat1,178,133,1479,724,1248,530,2905
Agtr1a,285,155,1080,519,834,349,2199
Uqcrfs1,115,75,825,448,423,139,1363
Dusp22,25,23,618,316,2372,1114,3015
Irf4,102,60,1353,736,3309,1473,4764
Exoc2,221,110,2775,1280,1379,602,4375
Hus1b,85,51,831,422,271,79,1187
A530084C06Rik,65,44,561,378,2574,1415,3200
Foxq1,2783,1542,1203,856,857,342,4843
Foxf2,264,204,1341,877,758,331,2363
Foxc1,575,386,1662,1146,3607,1737,5844
Gmds,257,199,1119,534,337,155,1713
Mylk4,63,36,1164,567,4414,1929,5641
Wrnip1,200,152,1983,1178,450,152,2633
Serpinb1a,52,26,1140,531,726,279,1918
Serpinb1c,106,57,1128,529,399,136,1633
Serpinb6b,345,182,1134,523,714,262,2193
Serpinb9,238,131,1125,517,2109,814,3472
Serpinb9b,195,97,1134,520,1924,822,3253
Serpinb1b,101,56,1149,523,446,141,1696
Serpinb9c,35,16,1164,515,703,269,1902
Serpinb9d,71,37,1134,491,45,20,1250
Serpinb9e,71,35,1134,486,718,269,1923
Serpinb9f,60,30,1134,481,718,276,1912
Serpinb9h,10,5,1134,480,718,275,1862
Serpinb9g,71,37,1134,483,722,270,1927
Serpinb6d,226,124,1128,462,109,44,1463
Serpinb6e,90,41,1290,545,114,47,1494
Serpinb6c,73,42,1140,514,114,49,1327
Serpinb6a,394,249,1137,528,123,55,1654
Nqo2,195,103,696,326,2951,1205,3842
Ripk1,136,65,1971,928,4365,1928,6472
Bphl,66,42,876,471,311,126,1253
Tubb2a,78,48,1338,771,194,70,1610
Tubb2b,121,73,1338,762,723,282,2182
Psmg4,112,77,372,205,71,24,555
Slc22a23,385,304,2070,1217,3796,1844,6251
Pxdc1,1051,701,696,378,937,465,2684
Fam50b,265,141,1005,623,75,34,1345
Prpf4b,352,213,3024,1307,4468,1683,7844
Fam217a,587,326,1533,692,282,96,2402
4933417A18Rik,128,61,684,306,233,97,1045
Eci3,78,41,954,451,315,125,1347
Eci2,507,306,1077,528,162,69,1746
Cdyl,552,430,1635,854,1388,534,3575
Rpp40,33,20,1092,494,3255,1458,4380
Ppp1r3g,599,333,1044,686,746,357,2389
Lyrm4,366,212,276,122,1444,658,2086
Fars2,615,405,1356,719,154,79,2125
Nrn1,187,91,429,233,1003,398,1619
F13a1,166,87,2199,1077,1587,648,3952
Ly86,231,119,489,237,414,159,1134
Rreb1,281,148,5265,3042,2890,1271,8436
Ssr1,134,99,861,405,8338,3654,9333
Cage1,288,138,2550,1166,37,10,2875
Riok1,466,283,1704,748,568,244,2738
Dsp,295,214,8652,4516,645,234,9592
Snrnp48,28,17,1014,460,743,234,1785
Bmp6,826,574,1533,933,1234,571,3593
Txndc5,82,68,1254,727,1507,701,2843
Bloc1s5,68,48,558,303,5008,2213,5634
Eef1e1,65,41,525,259,1963,826,2553
Slc35b3,480,303,1110,512,626,225,2216
Ofcc1,28,16,2781,1314,7,2,2816
Tfap2a,109,68,1314,760,1440,614,2863
Gcnt2,174,94,1206,605,2549,1142,3929
Pak1ip1,307,196,1149,561,266,93,1722
Tmem14c,143,94,345,180,426,205,914
Mak,228,105,1869,901,1288,588,3385
Gcm2,229,118,1515,818,1329,569,3073
Sycp2l,112,68,2529,1156,0,0,2641
Elovl2,48,36,879,427,2913,1228,3840
Smim13,395,300,267,140,3821,1497,4483
Nedd9,383,218,2502,1317,1741,669,4626
Tmem170b,0,0,399,232,6769,2704,7168
Adtrp,41,23,789,386,1610,649,2440
Hivep1,173,97,8067,4235,513,154,8753
Edn1,419,218,609,308,1111,461,2139
Phactr1,352,169,1743,946,3335,1653,5430
Tbc1d7,210,133,882,440,154,71,1246
Gfod1,675,488,1173,711,5080,2446,6928
Sirt5,74,43,933,525,391,155,1398
Nol7,15,9,765,400,1020,350,1800
Ranbp9,354,280,2133,1126,884,298,3371
Mcur1,35,28,1023,587,3281,1456,4339
Rnf182,573,350,744,397,2227,983,3544
Cd83,439,296,591,333,1447,654,2477
Jarid2,601,246,3705,2006,1691,695,5997
Dtnbp1,175,149,1059,576,128,54,1362
Mylip,215,158,1338,736,1512,626,3065
Gmpr,213,159,1038,567,329,185,1580
Atxn1,893,458,2376,1418,7300,3182,10569
Stmnd1,97,60,840,412,426,163,1363
Rbm24,597,400,711,432,1778,716,3086
Cap2,365,245,1431,744,1917,783,3713
Fam8a1,64,54,1200,741,2400,900,3664
Nup153,467,358,4389,2020,1253,429,6109
Kif13a,97,84,5250,2833,1519,686,6866
Nhlrc1,71,52,1206,742,1017,436,2294
Tpmt,163,98,723,316,1822,742,2708
Kdm1b,185,133,2481,1278,2321,804,4987
Dek,127,90,1143,477,1286,435,2556
Rnf144b,244,153,906,492,3490,1583,4640
Id4,270,148,486,346,3093,1145,3849
Zfp169,154,90,2196,1203,1795,773,4145
A830005F24Rik,150,71,504,251,132,41,786
Ptpdc1,294,232,2244,1152,1864,837,4402
Barx1,119,99,765,503,515,308,1399
Phf2,354,313,3291,1855,1849,971,5494
Fam120a,189,167,3339,1881,1577,553,5105
Wnk2,255,202,6642,4104,0,0,6897
Ninj1,78,65,459,274,650,378,1187
Card19,83,69,552,332,169,71,804
Susd3,162,102,810,492,446,219,1418
Fgd3,266,138,2202,1248,2230,1197,4698
Bicd2,86,69,2556,1524,3667,1751,6309
Ippk,137,103,1470,714,2814,1242,4421
Cenpp,96,64,861,371,187,66,1144
Tes3-ps,332,162,780,298,2160,744,3272
Ecm2,225,81,2013,859,1358,509,3596
Aspn,281,109,1122,430,926,261,2329
Omd,542,209,1272,455,435,148,2249
Ogn,151,66,897,344,1518,522,2566
Nol8,568,285,3498,1448,302,120,4368
Iars,111,72,3789,1858,526,208,4426
Gm30302,43,17,3333,1595,135,62,3511
Gm906,44,22,3054,1470,54,23,3152
Fbxw17,34,25,1401,779,363,165,1798
Gm47429,67,37,243,105,195,85,505
Nutm2,94,41,2202,1154,252,117,2548
Gm904,44,21,309,135,296,125,649
Gm8765,44,22,3054,1468,54,23,3152
Spin1,260,162,789,396,3385,1429,4434
Nxnl2,301,184,471,297,395,170,1167
S1pr3,450,275,1137,621,2876,1407,4463
Shc3,0,0,1425,815,112,67,1537
Cks2,181,119,240,107,271,85,692
Secisbp2,88,64,2577,1384,663,293,3328
Sema4d,533,362,2586,1411,1363,619,4482
Gadd45g,102,60,480,283,489,298,1071
Diras2,896,506,600,349,3290,1542,4786
Syk,476,322,1890,1046,2997,1542,5363
Auh,20,10,945,517,355,148,1320
Nfil3,368,236,1389,737,269,132,2026
Ror2,247,180,2835,1724,903,444,3985
Sptlc1,48,31,1422,709,1136,504,2606
Msx2,364,212,804,494,1285,483,2453
Drd1,518,295,1341,673,1667,643,3526
Sfxn1,75,59,969,503,1739,728,2783
Hrh2,503,259,1194,637,1092,568,2789
Cplx2,315,201,405,245,4208,2201,4928
Thoc3,42,29,1056,587,1237,607,2335
Simc1,97,74,4065,2005,657,240,4819
4833439L19Rik,421,251,912,499,1394,626,2727
Arl10,80,57,732,452,234,134,1046
Nop16,123,67,537,289,1096,536,1756
Higd2a,59,33,321,188,268,125,648
Cltb,80,61,636,382,1470,698,2186
Faf2,57,39,1338,674,2927,1439,4322
Rnf44,645,453,1299,795,2348,1211,4292
Cdhr2,120,80,3927,2121,82,37,4129
Gprin1,459,340,2799,1679,990,550,4248
Sncb,300,211,402,230,649,388,1351
Eif4e1b,341,174,735,394,1055,558,2131
Tspan17,218,166,813,460,554,318,1585
Unc5a,251,206,2697,1661,1047,636,3995
Hk3,264,131,2769,1611,186,87,3219
Uimc1,107,76,2184,1040,640,229,2931
Zfp346,17,11,885,485,2431,1249,3333
Fgfr4,340,237,2400,1409,584,308,3324
Nsd1,111,60,8076,3827,4597,2063,12784
Rab24,291,215,612,324,265,137,1168
Prelid1,1690,981,654,358,300,163,2644
Mxd3,91,54,621,386,615,317,1327
Lman2,194,112,1077,635,3044,1530,4315
Rgs14,160,98,1644,976,552,283,2356
Slc34a1,114,61,1914,1116,1955,1001,3983
Pfn3,66,40,414,264,65,36,545
F12,25,20,1794,1055,141,72,1960
Grk6,48,44,1683,939,438,258,2169
Prr7,385,285,810,561,164,92,1359
Dbn1,163,127,1983,1172,794,411,2940
Pdlim7,91,69,1374,820,232,137,1697
Dok3,122,77,1335,838,187,105,1644
Ddx41,151,88,1869,1050,185,101,2205
Fam193b,1606,1012,2337,1383,398,222,4341
Tmed9,5,3,708,403,707,344,1420
B4galt7,78,57,984,580,1068,527,2130
Caml,86,48,885,480,411,159,1382
Ddx46,152,98,3099,1485,2425,976,5676
B230219D22Rik,227,177,567,291,3858,1477,4652
Txndc15,128,96,1035,570,364,145,1527
Pcbd2,104,85,312,156,130,47,546
Catsper3,94,41,1188,575,48,30,1330
Pitx1,485,363,948,618,1018,632,2451
Macroh2a1,319,244,1119,599,608,257,2046
Tifab,424,227,444,261,2481,1237,3349
Neurog1,231,155,735,488,720,335,1686
Cxcl14,378,257,300,178,1149,578,1827
Gm3045,246,147,630,385,949,532,1825
Slc25a48,135,90,921,521,2318,1218,3374
Il9,15,9,435,216,86,26,536
Fbxl21,341,177,1305,640,319,104,1965
Lect2,140,66,456,220,241,115,837
Tgfbi,61,42,2052,1113,601,281,2714
Smad5,287,165,1398,674,4899,2093,6584
Gm45623,536,365,312,218,609,349,1457
Trpc7,243,140,2589,1360,651,303,3483
Spock1,100,72,1320,749,585,279,2005
Klhl3,437,266,1764,1006,4948,2440,7149
Hnrnpa0,243,199,918,659,1517,625,2678
Idnk,38,29,555,295,171,90,764
Ubqln1,183,144,1665,893,1713,668,3561
Gkap1,157,119,1101,492,265,91,1523
Kif27,645,415,4185,1966,291,108,5121
2210016F16Rik,71,49,1017,579,1963,905,3051
Hnrnpk,137,79,1392,650,1147,409,2676
Rmi1,2054,812,1851,744,307,128,4212
Slc28a3,70,41,2112,1032,2385,1046,4567
Ntrk2,661,431,2466,1309,5617,2506,8744
Agtpbp1,122,80,3657,1667,4395,1860,8174
Naa35,170,130,2178,1008,1445,648,3793
Golm1,106,78,1182,634,2666,1200,3954
4921517D22Rik,281,142,810,392,2058,833,3149
Spata31d1a,818,388,4011,2162,496,219,5325
Spata31d1b,31,19,4086,2238,170,75,4287
Spata31d1d,32,18,3744,1972,51,18,3827
1700014D04Rik,68,28,2952,1490,211,87,3231
Isca1,106,73,390,198,1446,658,1942
Tut7,98,60,4425,2080,1346,547,5869
Gas1,0,0,1155,835,0,0,1155
Dapk1,264,198,4293,2298,934,423,5491
BC051665,87,49,993,492,268,120,1348
Ctsll3,91,55,996,496,250,112,1337
4930486L24Rik,165,86,1002,459,265,107,1432
Gm49392,180,66,225,100,1254,564,1659
Ctla2b,144,77,342,152,356,143,842
Gm49391,40,20,411,183,654,268,1105
Tpbpb,117,61,366,155,367,138,850
Ctla2a,94,53,414,183,865,387,1373
Tpbpa,132,65,375,164,1114,368,1621
Ctsj,70,36,1002,444,199,88,1271
Ctsq,75,37,1032,437,271,93,1378
Ctsr,137,64,1005,443,272,106,1414
Cts6,82,40,1005,429,269,92,1356
Cts8,94,46,1002,438,1409,505,2505
Gm49398,125,53,189,80,3641,1433,3955
Cts7,248,126,996,449,274,88,1518
Ctsm,91,46,1002,437,812,289,1905
Cts3,167,76,999,433,276,99,1442
Zfp808,110,59,2262,812,199,62,2571
Gm3604,95,49,1680,606,535,180,2310
Gm49359,123,66,1062,398,1307,504,2492
Zfp935,22,13,453,186,1156,405,1631
Zfp934,22,13,1422,521,703,232,2147
6720489N17Rik,142,73,321,139,2177,775,2640
Platr25,505,230,1401,523,953,352,2859
Gm5141,125,64,1746,635,1408,506,3279
Fbp2,125,65,1020,536,209,92,1354
Fbp1,239,141,1017,533,223,94,1479
Aopep,233,98,2472,1274,804,390,3509
Fancc,328,214,1677,822,1160,629,3165
Ptch1,215,166,4305,2354,3205,1360,7725
Ercc6l2,172,133,2100,919,471,144,2743
Hsd17b3,73,43,918,422,295,157,1286
Slc35d2,48,40,981,444,1274,560,2303
Zfp367,213,151,1023,622,2296,803,3532
Habp4,117,94,1239,742,1208,591,2564
Cdc14b,238,180,1458,694,4163,1744,5859
Prxl2c,26,20,681,368,2304,908,3011
Ctsl,402,254,1005,503,4761,1978,6168
Cdk20,282,165,1041,616,2795,1256,4118
Fam240b,342,167,237,117,518,206,1097
Cntnap3,115,63,3864,1845,2365,795,6344
Spata31,77,39,3045,1355,110,31,3232
Spata31d1c,31,14,2562,1166,797,343,3390
Prss47,0,0,1188,629,165,65,1353
Mfsd14b,358,246,1524,730,1950,668,3832
Olfr465-ps1,447,193,948,371,839,218,2234
Olfr466,265,88,927,392,3000,1119,4192
Nlrp4f,155,67,2814,1203,582,214,3551
Gm10775,263,175,384,232,556,263,1203
Zfp369,158,89,2538,1205,213,92,2909
Gm10324,0,0,1815,687,0,0,1815
2410141K09Rik,56,30,1395,552,1136,431,2587
Uqcrb,67,40,336,144,132,42,535
Gm10767,775,386,312,139,980,337,2067
Mterf3,174,110,1239,511,66,7,1479
Ptdss1,678,471,1422,693,1324,576,3424
Zfp712,102,61,2118,850,1748,568,3968
Zfp708,57,33,1590,628,769,248,2416
Gm28557,151,88,1011,447,2724,1042,3886
Rslcan18,47,25,1383,633,1551,648,2981
Zfp759,81,33,2166,869,1235,446,3482
Rsl1,36,18,1458,608,1097,433,2591
Zfp455,83,38,1386,571,1243,411,2712
Zfp458,32,18,2259,874,1197,435,3488
Zfp457,57,28,1944,734,116,64,2117
Zfp595,98,44,1878,733,2064,749,4040
Gm28044,27,12,360,159,164,68,551
Zfp953,96,43,915,354,3666,1330,4677
Gm28041,91,45,345,165,343,132,779
Zfp456,124,57,1377,555,2625,1000,4126
Zfp429,36,18,1458,600,562,230,2056
Zfp459,80,37,804,336,2450,986,3334
Zfp874a,107,53,1344,547,1787,669,3238
Zfp874b,79,43,1344,558,2321,925,3744
Zfp58,188,100,1470,599,733,293,2391
Gm26965,69,39,261,135,1190,484,1520
Zfp87,95,56,1623,732,938,403,2656
Zfp748,794,347,2667,1114,1832,663,5293
Zfp729b,129,65,3138,1220,1568,556,4835
Zfp729a,109,50,2922,1177,6424,2510,9455
Zfp738,29,14,2382,942,10804,4195,13215
Zfp65,107,51,1173,475,2677,1020,3957
Zfp85,160,77,1422,564,730,253,2312
Zfp493,109,51,1155,482,1994,764,3258
Zfp273,151,74,1506,602,742,262,2399
Gm10037,0,0,315,156,0,0,315
BC048507,180,103,270,135,150,66,600
Mtrr,845,430,2091,1074,925,397,3861
Fastkd3,126,79,1986,982,309,104,2421
1700001L19Rik,55,35,549,297,1222,517,1826
Adcy2,246,209,3288,1653,677,336,4211
Tent4a,411,294,1629,839,1954,928,3994
Nsun2,77,55,2274,1148,483,218,2834
Srd5a1,195,128,768,421,1681,813,2644
Ube2ql1,549,405,915,619,1210,587,2674
Med10,90,65,408,202,415,193,913
Ice1,37,31,6726,3454,904,372,7667
Adamts16,262,162,3669,1975,1050,487,4981
Irx1,235,188,1443,944,695,331,2373
Irx2,242,197,1425,936,958,359,2625
Irx4,467,353,1548,945,574,278,2589
Ndufs6,96,59,351,192,121,64,568
Mrpl36,117,78,309,183,497,209,923
Lpcat1,186,132,1605,877,1884,923,3675
Slc6a3,157,94,1860,1025,1439,663,3456
Clptm1l,232,182,1620,795,488,232,2340
Tert,114,67,3369,1851,830,394,4313
Slc6a18,72,41,1848,977,85,48,2005
Slc6a19,147,94,1905,992,1884,834,3936
Slc12a7,70,48,3252,1820,1820,942,5142
Nkd2,204,152,1386,810,2426,1177,4016
Trip13,203,148,1299,613,1897,773,3399
Brd9,56,38,1794,915,557,248,2407
Zdhhc11,68,33,1044,520,348,123,1460
Tppp,95,69,657,373,4338,1981,5090
Cep72,37,26,1941,1003,1663,668,3641
Slc9a3,0,0,2490,1316,0,0,2490
Exoc3,69,46,2268,1122,2585,1139,4922
Ahrr,109,75,2106,1108,2539,1122,4754
Pdcd6,114,71,576,290,441,178,1131
Sdha,72,50,1995,1022,833,335,2900
Ccdc127,110,72,783,359,8666,3896,9559
Lrrc14b,46,29,1533,835,1176,519,2755
Zfp72,521,232,1308,513,2324,796,4153
Ftl1-ps1,195,116,552,321,191,94,938
Zfp825,118,55,825,310,463,189,1406
Erap1,379,196,2793,1205,2472,941,5644
Cast,91,57,2265,1064,554,173,2910
Pcsk1,236,129,2262,1035,2542,883,5040
Ell2,894,478,1920,892,1568,548,4382
Glrx,101,54,324,159,920,408,1345
Rhobtb3,335,270,1836,872,2809,1004,4980
Spata9,95,48,759,344,203,65,1057
Rfesd,1043,493,474,192,1290,481,2807
Gpr150,172,87,1284,837,690,278,2146
Arsk,152,83,1671,743,1834,620,3657
Ttc37,380,153,4692,2158,1904,673,6976
Fam81b,1163,477,1299,545,298,93,2760
Mctp1,198,87,2085,905,0,0,2283
Slf1,121,69,3165,1210,461,127,3747
2210408I21Rik,92,57,3819,1627,1140,423,5051
Fam172a,196,111,1116,504,2580,1086,3892
Pou5f2,39,25,990,552,365,141,1394
Nr2f1,1184,866,1263,791,760,274,3207
Arrdc3,240,94,1245,589,2616,980,4101
Adgrv1,126,87,18897,8859,315,107,19338
Lysmd3,284,202,918,397,3048,978,4250
Polr3g,189,122,672,304,2193,913,3054
Mblac2,188,128,840,475,2929,966,3957
Cetn3,264,146,504,204,458,119,1226
Mef2c,578,282,1299,660,712,258,2589
Tmem161b,132,78,1464,614,1261,407,2857
Ccnh,128,93,972,418,945,280,2045
Rasa1,122,89,3117,1395,1324,428,4563
Cox7c,229,127,192,95,119,30,540
Edil3,471,307,1443,660,3403,1053,5317
Hapln1,1141,572,1071,548,3503,1155,5715
Vcan,178,107,1968,963,175,72,2321
Xrcc4,122,63,981,438,437,135,1540
Tmem167,658,370,219,95,7812,2986,8689
Atp6ap1l,63,28,1011,474,112,47,1186
Rps23,238,131,432,216,267,84,937
Atg10,41,27,636,284,906,327,1583
Ssbp2,137,96,1086,560,2734,1132,3957
Acot12,19,12,1671,830,1368,515,3058
Zcchc9,122,72,816,395,603,224,1541
Ckmt2,84,42,1260,658,142,51,1486
Rasgrf2,0,0,3567,1772,0,0,3567
Msh3,95,69,3288,1516,563,225,3946
Dhfr,533,352,564,249,4250,1781,5347
Ankrd34b,616,387,1527,781,1870,692,4013
Fam151b,61,36,840,410,251,60,1152
Zfyve16,209,137,4587,1946,1354,412,6150
Spz1,206,122,1137,551,194,76,1537
Serinc5,170,122,1386,717,3810,1707,5366
Thbs4,145,102,2892,1571,161,52,3198
Mtx3,0,0,939,466,5336,2186,6275
